id,station,date,prcp,tobs
131,USC00519397,2010-05-29,0.0,77.0
132,USC00519397,2010-05-30,0.0,77.0
133,USC00519397,2010-05-31,0.0,77.0
134,USC00519397,2010-06-01,0.0,78.0
135,USC00519397,2010-06-02,0.01,76.0
136,USC00519397,2010-06-03,0.0,78.0
137,USC00519397,2010-06-04,0.0,76.0
138,USC00519397,2010-06-05,0.0,77.0
139,USC00519397,2010-06-06,0.0,78.0
140,USC00519397,2010-06-07,0.0,77.0
141,USC00519397,2010-06-08,0.0,78.0
142,USC00519397,2010-06-09,0.0,78.0
143,USC00519397,2010-06-10,0.0,79.0
144,USC00519397,2010-06-11,0.0,78.0
145,USC00519397,2010-06-12,0.0,78.0
146,USC00519397,2010-06-13,0.0,78.0
147,USC00519397,2010-06-14,0.0,77.0
148,USC00519397,2010-06-15,0.0,78.0
149,USC00519397,2010-06-16,0.0,78.0
150,USC00519397,2010-06-17,0.0,77.0
151,USC00519397,2010-06-18,0.0,77.0
152,USC00519397,2010-06-19,0.0,82.0
153,USC00519397,2010-06-20,0.0,78.0
154,USC00519397,2010-06-21,0.0,78.0
155,USC00519397,2010-06-22,0.0,78.0
156,USC00519397,2010-06-23,0.0,78.0
157,USC00519397,2010-06-24,0.0,78.0
158,USC00519397,2010-06-25,0.0,77.0
159,USC00519397,2010-06-26,0.02,76.0
160,USC00519397,2010-06-27,0.0,78.0
161,USC00519397,2010-06-28,0.0,78.0
162,USC00519397,2010-06-29,0.0,78.0
163,USC00519397,2010-06-30,0.0,78.0
164,USC00519397,2010-07-01,0.01,75.0
165,USC00519397,2010-07-02,0.05,77.0
166,USC00519397,2010-07-03,0.09,77.0
167,USC00519397,2010-07-04,0.05,78.0
168,USC00519397,2010-07-05,0.06,78.0
169,USC00519397,2010-07-06,0.08,76.0
170,USC00519397,2010-07-07,0.08,74.0
171,USC00519397,2010-07-08,0.03,76.0
172,USC00519397,2010-07-09,0.06,74.0
173,USC00519397,2010-07-10,0.09,76.0
174,USC00519397,2010-07-11,0.0,78.0
175,USC00519397,2010-07-12,0.0,77.0
176,USC00519397,2010-07-13,0.0,80.0
177,USC00519397,2010-07-16,,78.0
178,USC00519397,2010-07-17,0.02,76.0
179,USC00519397,2010-07-18,0.0,77.0
180,USC00519397,2010-07-19,0.04,77.0
181,USC00519397,2010-07-21,0.0,80.0
182,USC00519397,2010-07-22,0.0,78.0
183,USC00519397,2010-07-24,0.0,80.0
184,USC00519397,2010-07-25,0.0,79.0
185,USC00519397,2010-07-26,0.0,78.0
186,USC00519397,2010-07-27,0.0,79.0
187,USC00519397,2010-07-28,0.0,78.0
188,USC00519397,2010-07-29,0.0,79.0
189,USC00519397,2010-07-30,0.0,78.0
190,USC00519397,2010-07-31,0.02,77.0
191,USC00519397,2010-08-01,0.04,77.0
192,USC00519397,2010-08-02,0.01,76.0
193,USC00519397,2010-08-03,0.02,77.0
194,USC00519397,2010-08-04,0.07,77.0
195,USC00519397,2010-08-05,0.08,75.0
196,USC00519397,2010-08-06,0.03,75.0
197,USC00519397,2010-08-07,0.0,80.0
198,USC00519397,2010-08-08,0.0,77.0
199,USC00519397,2010-08-09,0.0,78.0
200,USC00519397,2010-08-10,0.0,78.0
201,USC00519397,2010-08-11,0.0,77.0
202,USC00519397,2010-08-12,0.0,76.0
203,USC00519397,2010-08-13,0.0,78.0
204,USC00519397,2010-08-14,0.0,78.0
205,USC00519397,2010-08-15,0.01,76.0
206,USC00519397,2010-08-16,0.0,76.0
207,USC00519397,2010-08-17,0.05,74.0
208,USC00519397,2010-08-18,0.0,77.0
209,USC00519397,2010-08-19,0.0,79.0
210,USC00519397,2010-08-20,0.0,79.0
211,USC00519397,2010-08-21,0.0,79.0
212,USC00519397,2010-08-22,0.0,75.0
213,USC00519397,2010-08-23,0.01,87.0
214,USC00519397,2010-08-24,0.0,78.0
215,USC00519397,2010-08-25,0.04,76.0
216,USC00519397,2010-08-26,0.03,78.0
217,USC00519397,2010-08-27,0.0,78.0
218,USC00519397,2010-08-28,0.04,79.0
219,USC00519397,2010-08-29,0.0,78.0
220,USC00519397,2010-08-30,0.0,78.0
221,USC00519397,2010-08-31,0.0,80.0
222,USC00519397,2010-09-01,0.0,77.0
223,USC00519397,2010-09-02,0.02,76.0
224,USC00519397,2010-09-03,0.04,78.0
225,USC00519397,2010-09-04,0.01,77.0
226,USC00519397,2010-09-05,0.0,77.0
227,USC00519397,2010-09-06,0.0,77.0
228,USC00519397,2010-09-07,0.06,76.0
229,USC00519397,2010-09-08,0.0,78.0
230,USC00519397,2010-09-09,0.0,78.0
231,USC00519397,2010-09-10,0.0,78.0
232,USC00519397,2010-09-11,0.05,78.0
233,USC00519397,2010-09-12,0.0,74.0
234,USC00519397,2010-09-13,0.0,78.0
235,USC00519397,2010-09-14,0.0,79.0
236,USC00519397,2010-09-15,0.0,77.0
237,USC00519397,2010-09-16,0.0,79.0
238,USC00519397,2010-09-17,0.0,78.0
239,USC00519397,2010-09-19,0.0,78.0
240,USC00519397,2010-09-20,0.0,78.0
241,USC00519397,2010-09-21,0.0,79.0
242,USC00519397,2010-09-22,0.04,76.0
243,USC00519397,2010-09-23,0.0,78.0
244,USC00519397,2010-09-24,0.0,78.0
245,USC00519397,2010-09-25,0.0,79.0
246,USC00519397,2010-09-26,0.0,74.0
247,USC00519397,2010-09-27,0.0,75.0
248,USC00519397,2010-09-28,0.0,75.0
249,USC00519397,2010-09-29,0.0,78.0
250,USC00519397,2010-09-30,0.57,73.0
251,USC00519397,2010-10-01,0.31,78.0
252,USC00519397,2010-10-02,0.03,78.0
253,USC00519397,2010-10-03,0.0,78.0
254,USC00519397,2010-10-04,0.06,78.0
255,USC00519397,2010-10-05,0.0,80.0
256,USC00519397,2010-10-06,0.0,79.0
257,USC00519397,2010-10-07,0.0,79.0
258,USC00519397,2010-10-08,0.0,78.0
259,USC00519397,2010-10-09,0.0,78.0
260,USC00519397,2010-10-10,0.0,78.0
261,USC00519397,2010-10-11,0.0,77.0
262,USC00519397,2010-10-12,0.0,79.0
263,USC00519397,2010-10-13,0.0,78.0
264,USC00519397,2010-10-15,0.0,78.0
265,USC00519397,2010-10-16,0.0,77.0
266,USC00519397,2010-10-17,0.0,76.0
267,USC00519397,2010-10-18,0.0,76.0
268,USC00519397,2010-10-19,0.07,72.0
269,USC00519397,2010-10-20,0.0,74.0
270,USC00519397,2010-10-21,0.0,80.0
271,USC00519397,2010-10-22,0.0,77.0
272,USC00519397,2010-10-23,0.0,75.0
273,USC00519397,2010-10-24,0.0,78.0
274,USC00519397,2010-10-25,0.0,78.0
275,USC00519397,2010-10-26,0.07,76.0
276,USC00519397,2010-10-27,0.05,79.0
277,USC00519397,2010-10-28,0.06,78.0
278,USC00519397,2010-10-29,0.03,78.0
279,USC00519397,2010-10-30,0.02,77.0
280,USC00519397,2010-10-31,0.0,76.0
281,USC00519397,2010-11-01,0.01,75.0
282,USC00519397,2010-11-02,0.01,73.0
283,USC00519397,2010-11-04,,73.0
284,USC00519397,2010-11-05,0.0,77.0
285,USC00519397,2010-11-06,0.0,76.0
286,USC00519397,2010-11-07,0.0,77.0
287,USC00519397,2010-11-08,0.0,76.0
288,USC00519397,2010-11-09,0.0,73.0
289,USC00519397,2010-11-10,0.23,73.0
290,USC00519397,2010-11-11,0.0,77.0
291,USC00519397,2010-11-12,0.0,77.0
292,USC00519397,2010-11-13,0.0,76.0
293,USC00519397,2010-11-16,0.0,73.0
294,USC00519397,2010-11-17,0.0,73.0
295,USC00519397,2010-11-19,,72.0
296,USC00519397,2010-11-20,0.03,69.0
297,USC00519397,2010-11-21,0.0,69.0
298,USC00519397,2010-11-22,0.0,68.0
299,USC00519397,2010-11-23,0.0,69.0
300,USC00519397,2010-11-24,0.0,76.0
301,USC00519397,2010-11-25,0.0,76.0
302,USC00519397,2010-11-27,0.0,75.0
303,USC00519397,2010-11-28,0.0,74.0
304,USC00519397,2010-11-29,0.0,69.0
305,USC00519397,2010-11-30,0.0,74.0
306,USC00519397,2010-12-01,0.04,76.0
307,USC00519397,2010-12-03,0.0,74.0
308,USC00519397,2010-12-04,0.0,74.0
309,USC00519397,2010-12-06,0.0,64.0
310,USC00519397,2010-12-07,0.0,64.0
311,USC00519397,2010-12-08,0.0,67.0
312,USC00519397,2010-12-09,0.0,77.0
313,USC00519397,2010-12-10,1.58,66.0
314,USC00519397,2010-12-11,0.77,69.0
315,USC00519397,2010-12-12,0.0,68.0
316,USC00519397,2010-12-13,0.0,68.0
317,USC00519397,2010-12-14,0.0,71.0
318,USC00519397,2010-12-15,0.0,74.0
319,USC00519397,2010-12-16,0.0,67.0
320,USC00519397,2010-12-17,0.0,66.0
321,USC00519397,2010-12-18,0.0,69.0
322,USC00519397,2010-12-19,1.4,71.0
323,USC00519397,2010-12-23,0.0,70.0
324,USC00519397,2010-12-24,0.0,70.0
325,USC00519397,2010-12-26,,74.0
326,USC00519397,2010-12-27,0.13,74.0
327,USC00519397,2010-12-28,0.55,71.0
328,USC00519397,2010-12-29,0.06,75.0
329,USC00519397,2010-12-30,0.01,75.0
330,USC00519397,2010-12-31,0.0,72.0
331,USC00519397,2011-01-01,0.0,69.0
332,USC00519397,2011-01-02,0.0,72.0
333,USC00519397,2011-01-03,0.0,74.0
334,USC00519397,2011-01-04,0.0,73.0
335,USC00519397,2011-01-05,0.0,64.0
336,USC00519397,2011-01-06,0.01,65.0
337,USC00519397,2011-01-07,0.0,68.0
338,USC00519397,2011-01-08,0.0,62.0
339,USC00519397,2011-01-09,0.0,58.0
340,USC00519397,2011-01-10,0.0,73.0
341,USC00519397,2011-01-11,0.09,60.0
342,USC00519397,2011-01-13,,68.0
343,USC00519397,2011-01-14,0.03,76.0
344,USC00519397,2011-01-15,0.0,68.0
345,USC00519397,2011-01-16,0.0,66.0
346,USC00519397,2011-01-17,0.0,64.0
347,USC00519397,2011-01-18,0.0,64.0
348,USC00519397,2011-01-19,0.03,64.0
349,USC00519397,2011-01-20,0.0,76.0
350,USC00519397,2011-01-21,0.0,75.0
351,USC00519397,2011-01-22,0.0,68.0
352,USC00519397,2011-01-23,0.0,68.0
353,USC00519397,2011-01-24,0.0,72.0
354,USC00519397,2011-01-25,0.0,63.0
355,USC00519397,2011-01-27,0.0,68.0
356,USC00519397,2011-01-28,0.0,75.0
357,USC00519397,2011-01-29,0.0,65.0
358,USC00519397,2011-01-30,0.0,64.0
359,USC00519397,2011-01-31,0.22,68.0
360,USC00519397,2011-02-01,0.0,68.0
361,USC00519397,2011-02-02,0.0,66.0
362,USC00519397,2011-02-03,0.0,67.0
363,USC00519397,2011-02-04,0.0,64.0
364,USC00519397,2011-02-05,0.0,65.0
365,USC00519397,2011-02-06,0.0,75.0
366,USC00519397,2011-02-07,1.29,68.0
367,USC00519397,2011-02-08,1.3,71.0
368,USC00519397,2011-02-09,0.0,71.0
369,USC00519397,2011-02-10,0.29,71.0
370,USC00519397,2011-02-12,,68.0
371,USC00519397,2011-02-13,0.0,68.0
372,USC00519397,2011-02-14,0.04,72.0
373,USC00519397,2011-02-15,0.05,70.0
374,USC00519397,2011-02-16,0.0,74.0
375,USC00519397,2011-02-19,0.0,67.0
376,USC00519397,2011-02-20,1.72,71.0
377,USC00519397,2011-02-21,0.0,71.0
378,USC00519397,2011-02-22,0.82,71.0
379,USC00519397,2011-02-23,0.0,74.0
380,USC00519397,2011-02-24,0.2,68.0
381,USC00519397,2011-02-25,0.0,71.0
382,USC00519397,2011-02-26,0.0,69.0
383,USC00519397,2011-02-27,0.0,69.0
384,USC00519397,2011-02-28,0.0,68.0
385,USC00519397,2011-03-01,0.1,68.0
386,USC00519397,2011-03-02,0.0,72.0
387,USC00519397,2011-03-03,0.0,74.0
388,USC00519397,2011-03-04,0.88,72.0
389,USC00519397,2011-03-05,0.4,69.0
390,USC00519397,2011-03-06,0.03,70.0
391,USC00519397,2011-03-08,,72.0
392,USC00519397,2011-03-09,0.2,71.0
393,USC00519397,2011-03-10,0.15,71.0
394,USC00519397,2011-03-12,0.0,72.0
395,USC00519397,2011-03-13,0.0,70.0
396,USC00519397,2011-03-14,0.0,71.0
397,USC00519397,2011-03-16,0.0,76.0
398,USC00519397,2011-03-17,0.01,73.0
399,USC00519397,2011-03-18,0.05,74.0
400,USC00519397,2011-03-19,0.01,74.0
401,USC00519397,2011-03-20,0.02,74.0
402,USC00519397,2011-03-21,0.0,74.0
403,USC00519397,2011-03-22,0.02,74.0
404,USC00519397,2011-03-23,0.0,74.0
405,USC00519397,2011-03-24,0.06,73.0
406,USC00519397,2011-03-25,0.0,74.0
407,USC00519397,2011-03-26,0.0,74.0
408,USC00519397,2011-03-27,0.0,73.0
409,USC00519397,2011-03-28,0.04,74.0
410,USC00519397,2011-03-30,0.0,75.0
411,USC00519397,2011-03-31,0.0,74.0
412,USC00519397,2011-04-01,0.05,74.0
413,USC00519397,2011-04-02,0.04,75.0
414,USC00519397,2011-04-03,0.0,74.0
415,USC00519397,2011-04-04,0.0,75.0
416,USC00519397,2011-04-05,0.0,74.0
417,USC00519397,2011-04-06,0.09,70.0
418,USC00519397,2011-04-07,1.11,70.0
419,USC00519397,2011-04-08,0.36,70.0
420,USC00519397,2011-04-09,0.02,76.0
421,USC00519397,2011-04-10,0.0,76.0
422,USC00519397,2011-04-11,0.0,76.0
423,USC00519397,2011-04-12,0.0,76.0
424,USC00519397,2011-04-13,0.0,70.0
425,USC00519397,2011-04-15,0.0,77.0
426,USC00519397,2011-04-16,0.12,74.0
427,USC00519397,2011-04-17,0.0,73.0
428,USC00519397,2011-04-18,0.0,76.0
429,USC00519397,2011-04-19,0.0,76.0
430,USC00519397,2011-04-20,0.0,74.0
431,USC00519397,2011-04-21,0.0,77.0
432,USC00519397,2011-04-22,0.0,77.0
433,USC00519397,2011-04-23,0.0,78.0
434,USC00519397,2011-04-24,0.0,77.0
435,USC00519397,2011-04-25,0.0,77.0
436,USC00519397,2011-04-26,0.0,76.0
437,USC00519397,2011-04-27,0.0,77.0
438,USC00519397,2011-04-29,0.0,78.0
439,USC00519397,2011-04-30,0.04,76.0
440,USC00519397,2011-05-01,0.0,77.0
441,USC00519397,2011-05-02,0.0,77.0
442,USC00519397,2011-05-03,2.1,70.0
443,USC00519397,2011-05-04,0.02,76.0
444,USC00519397,2011-05-05,0.12,74.0
445,USC00519397,2011-05-06,0.12,72.0
446,USC00519397,2011-05-07,0.55,74.0
447,USC00519397,2011-05-08,0.55,73.0
448,USC00519397,2011-05-09,0.02,75.0
449,USC00519397,2011-05-10,0.11,75.0
450,USC00519397,2011-05-11,0.1,75.0
451,USC00519397,2011-05-12,0.0,76.0
452,USC00519397,2011-05-13,0.0,77.0
453,USC00519397,2011-05-14,0.0,78.0
454,USC00519397,2011-05-15,0.0,77.0
455,USC00519397,2011-05-16,0.0,78.0
456,USC00519397,2011-05-17,0.0,77.0
457,USC00519397,2011-05-18,0.0,76.0
458,USC00519397,2011-05-19,0.01,77.0
459,USC00519397,2011-05-20,0.0,79.0
460,USC00519397,2011-05-21,0.0,77.0
461,USC00519397,2011-05-22,0.06,74.0
462,USC00519397,2011-05-23,0.02,78.0
463,USC00519397,2011-05-24,0.0,77.0
464,USC00519397,2011-05-25,0.0,79.0
465,USC00519397,2011-05-26,0.0,78.0
466,USC00519397,2011-05-27,0.0,78.0
467,USC00519397,2011-05-28,0.0,77.0
468,USC00519397,2011-05-29,0.0,78.0
469,USC00519397,2011-05-30,0.0,78.0
470,USC00519397,2011-05-31,0.05,73.0
471,USC00519397,2011-06-01,0.07,77.0
472,USC00519397,2011-06-02,0.0,78.0
473,USC00519397,2011-06-03,0.56,73.0
474,USC00519397,2011-06-04,0.89,70.0
475,USC00519397,2011-06-05,0.0,76.0
476,USC00519397,2011-06-06,0.0,77.0
477,USC00519397,2011-06-07,0.0,77.0
478,USC00519397,2011-06-08,0.03,77.0
479,USC00519397,2011-06-09,0.01,77.0
480,USC00519397,2011-06-10,0.0,78.0
481,USC00519397,2011-06-11,0.0,77.0
482,USC00519397,2011-06-12,0.0,77.0
483,USC00519397,2011-06-13,0.0,78.0
484,USC00519397,2011-06-14,0.0,78.0
485,USC00519397,2011-06-15,0.0,77.0
486,USC00519397,2011-06-17,0.0,78.0
487,USC00519397,2011-06-18,0.0,78.0
488,USC00519397,2011-06-19,0.05,75.0
489,USC00519397,2011-06-20,0.06,76.0
490,USC00519397,2011-06-21,0.07,76.0
491,USC00519397,2011-06-24,,77.0
492,USC00519397,2011-06-25,0.0,78.0
493,USC00519397,2011-06-26,0.0,76.0
494,USC00519397,2011-06-27,0.01,77.0
495,USC00519397,2011-06-28,0.01,75.0
496,USC00519397,2011-06-29,0.0,77.0
497,USC00519397,2011-07-01,0.05,77.0
498,USC00519397,2011-07-02,0.02,78.0
499,USC00519397,2011-07-03,0.0,78.0
500,USC00519397,2011-07-04,0.0,78.0
501,USC00519397,2011-07-05,0.01,78.0
502,USC00519397,2011-07-06,0.01,76.0
503,USC00519397,2011-07-07,0.01,76.0
504,USC00519397,2011-07-08,0.0,77.0
505,USC00519397,2011-07-09,0.03,77.0
506,USC00519397,2011-07-10,0.02,77.0
507,USC00519397,2011-07-11,0.0,78.0
508,USC00519397,2011-07-12,0.0,77.0
509,USC00519397,2011-07-13,0.15,73.0
510,USC00519397,2011-07-14,0.0,77.0
511,USC00519397,2011-07-15,0.0,79.0
512,USC00519397,2011-07-16,0.0,78.0
513,USC00519397,2011-07-17,0.04,77.0
514,USC00519397,2011-07-18,0.0,78.0
515,USC00519397,2011-07-19,0.0,78.0
516,USC00519397,2011-07-20,0.0,76.0
517,USC00519397,2011-07-21,0.03,77.0
518,USC00519397,2011-07-23,0.0,78.0
519,USC00519397,2011-07-24,0.0,77.0
520,USC00519397,2011-07-25,0.0,78.0
521,USC00519397,2011-07-26,0.0,78.0
522,USC00519397,2011-07-27,0.04,77.0
523,USC00519397,2011-07-28,0.09,77.0
524,USC00519397,2011-07-29,0.04,78.0
525,USC00519397,2011-07-30,0.12,80.0
526,USC00519397,2011-07-31,0.0,77.0
527,USC00519397,2011-08-01,0.0,78.0
528,USC00519397,2011-08-02,0.0,77.0
529,USC00519397,2011-08-03,0.0,78.0
530,USC00519397,2011-08-04,0.02,76.0
531,USC00519397,2011-08-05,0.03,78.0
532,USC00519397,2011-08-06,0.01,77.0
533,USC00519397,2011-08-07,0.0,78.0
534,USC00519397,2011-08-08,0.0,78.0
535,USC00519397,2011-08-09,0.0,79.0
536,USC00519397,2011-08-11,0.0,78.0
537,USC00519397,2011-08-12,0.0,78.0
538,USC00519397,2011-08-13,0.0,76.0
539,USC00519397,2011-08-14,0.0,78.0
540,USC00519397,2011-08-15,0.0,77.0
541,USC00519397,2011-08-16,0.0,79.0
542,USC00519397,2011-08-17,0.02,77.0
543,USC00519397,2011-08-18,0.0,77.0
544,USC00519397,2011-08-19,0.0,78.0
545,USC00519397,2011-08-20,0.07,77.0
546,USC00519397,2011-08-21,0.0,77.0
547,USC00519397,2011-08-22,0.0,78.0
548,USC00519397,2011-08-23,0.0,78.0
549,USC00519397,2011-08-24,0.0,79.0
550,USC00519397,2011-08-25,0.0,78.0
551,USC00519397,2011-08-26,0.0,78.0
552,USC00519397,2011-08-27,0.0,79.0
553,USC00519397,2011-08-28,0.05,76.0
554,USC00519397,2011-08-29,0.1,76.0
555,USC00519397,2011-08-30,0.02,78.0
556,USC00519397,2011-08-31,0.0,79.0
557,USC00519397,2011-09-02,0.0,79.0
558,USC00519397,2011-09-03,0.0,78.0
559,USC00519397,2011-09-04,0.03,77.0
560,USC00519397,2011-09-05,0.0,77.0
561,USC00519397,2011-09-06,0.0,73.0
562,USC00519397,2011-09-07,0.0,73.0
563,USC00519397,2011-09-08,0.0,77.0
564,USC00519397,2011-09-09,0.0,79.0
565,USC00519397,2011-09-10,0.0,77.0
566,USC00519397,2011-09-11,0.0,77.0
567,USC00519397,2011-09-12,0.0,85.0
568,USC00519397,2011-09-13,0.01,77.0
569,USC00519397,2011-09-14,0.0,76.0
570,USC00519397,2011-09-15,0.0,79.0
571,USC00519397,2011-09-16,0.0,79.0
572,USC00519397,2011-09-17,0.02,77.0
573,USC00519397,2011-09-18,0.04,77.0
574,USC00519397,2011-09-19,0.0,82.0
575,USC00519397,2011-09-20,0.0,80.0
576,USC00519397,2011-09-21,0.0,79.0
577,USC00519397,2011-09-22,0.03,78.0
578,USC00519397,2011-09-23,0.0,76.0
579,USC00519397,2011-09-24,0.0,77.0
580,USC00519397,2011-09-25,0.0,74.0
581,USC00519397,2011-09-26,0.0,77.0
582,USC00519397,2011-09-27,0.0,78.0
583,USC00519397,2011-09-28,0.0,77.0
584,USC00519397,2011-10-01,0.0,78.0
585,USC00519397,2011-10-02,0.0,78.0
586,USC00519397,2011-10-03,0.0,80.0
587,USC00519397,2011-10-05,,79.0
588,USC00519397,2011-10-06,0.0,75.0
589,USC00519397,2011-10-07,0.03,78.0
590,USC00519397,2011-10-08,0.0,79.0
591,USC00519397,2011-10-09,0.0,78.0
592,USC00519397,2011-10-10,0.02,77.0
593,USC00519397,2011-10-11,0.03,78.0
594,USC00519397,2011-10-12,0.0,77.0
595,USC00519397,2011-10-13,0.0,77.0
596,USC00519397,2011-10-14,0.03,78.0
597,USC00519397,2011-10-15,0.02,77.0
598,USC00519397,2011-10-16,0.0,76.0
599,USC00519397,2011-10-17,0.02,77.0
600,USC00519397,2011-10-18,0.01,76.0
601,USC00519397,2011-10-19,0.0,74.0
602,USC00519397,2011-10-20,0.0,78.0
603,USC00519397,2011-10-21,0.0,76.0
604,USC00519397,2011-10-22,0.0,77.0
605,USC00519397,2011-10-23,0.0,75.0
606,USC00519397,2011-10-24,0.14,74.0
607,USC00519397,2011-10-25,1.6,77.0
608,USC00519397,2011-10-26,0.01,76.0
609,USC00519397,2011-10-27,0.0,77.0
